"","FDT_STA_ID","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_SPG_CODE","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu6","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","HUC12","Portion","MAP.x","ASSESS_REG","OFFICE_NM","States","HUType","HUMod","ToHUC","META_ID","Location","VaName","PC_Water","Tidal","VAHUSB","FedName","HUC10","VAHU5","Basin","BASIN_NAME","BASIN_CODE","SUBBASIN","ID305B_1","ID305B_2","ID305B_3","DEPTH","REGION","STA_TYPE1","STA_TYPE2","STA_TYPE3","DD_LAT","DD_LONG","WATERSHED","VAHU6","n","Buffer Distance"
"2584","8-DOC000.69","Rt. # 644   (Bagby Rd)","Northern","NVRO",0.3,"S",50,"000002","RB","02080105","Mattaponi","Doctors Creek-Maracossic Creek","YO-O","020801050403","Maracossic Creek-Doctors Creek","YO53","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801050403",NA,"york","NRO","Northern","VA","Standard","NM","020801050502","VA01","Internal","Maracossic Creek-Doctors Creek",0,"N","YO","Doctors Creek-Maracossic Creek","0208010504","YO-O","York River Basin","York River","8",NA,"VAN-F22R_DOC01A08",NA,NA,"0.3","NRO","B",NA,NA,37.95384,-77.23306,"F22R","YO53",1,NA
"2585","8-MAR003.24","Rt. # 627   (Roundabouts Rd)","Northern","NVRO",0.3,"S",50,"000002","TR","02080105","Mattaponi","Doctors Creek-Maracossic Creek","YO-O","020801050403","Maracossic Creek-Doctors Creek","YO53","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,"020801050403",NA,"york","NRO","Northern","VA","Standard","NM","020801050502","VA01","Internal","Maracossic Creek-Doctors Creek",0,"N","YO","Doctors Creek-Maracossic Creek","0208010504","YO-O","York River Basin","York River","8",NA,"VAN-F22R_MAR01A02",NA,NA,"0.3","NRO","A","TR",NA,37.91306,-77.18583,"F22R","YO53",1,NA
"2586","1ACOA002.87","S of channel, off Boathouse Pond","Piedmont","PRO",0.5,"S",50,"015172","C2","02070011","Lower Potomac","Coan River","PL-T","020700110805","Coan River","PL72","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA17-0037A","020700110805",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700110806","VA01","Internal","Coan River",11,"T","PL","Coan River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A34E_COA02B20",NA,NA,"S,M,B","PRO","C2","CB-B",NA,37.96685,-76.46695,"A34E","PL72",1,NA
"2587","1ACON002.88","Coan Mill Stream at Rt. 638","Piedmont","PRO",0.3,"S",50,"000002","TM","02070011","Lower Potomac","Coan River","PL-T","020700110805","Coan River","PL72","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020700110805",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700110806","VA01","Internal","Coan River",11,"T","PL","Coan River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A34R_CON01B10",NA,NA,"S,B","PRO","A","TM",NA,37.91736,-76.51208,"A34R","PL72",1,NA
"2588","1AKIN000.10","Mouth of Kingscote Creek, The Glebe","Piedmont","PRO",0.1,"M",50,"015172","C2","02070011","Lower Potomac","Coan River","PL-T","020700110805","Coan River","PL72","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA18-0043A, VA08-0043A","020700110805",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700110806","VA01","Internal","Coan River",11,"T","PL","Coan River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A34E_KIN01A00","VAP-A34E_KIN03A06","VAP-A34E_KIN02A06","S,M,B","PRO","C2","CB-B",NA,37.99625,-76.46968,"A34E","PL72",1,NA
"2589","2-MRY038.29","RT. 39 BRIDGE","Valley","VRO",0.3,"S",50,"000002","TR","02080202","Maury","Taylor Branch-Maury River","JU-Q","020802020203","Maury River-Taylor Branch","JU71","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,"020802020203",NA,"jamesu","VRO","Valley","VA","Standard","KA","020802020301","VA01","Internal","Maury River-Taylor Branch",0,"N","JU","Taylor Branch-Maury River","0208020202","JU-Q","James River Basin","James River","2A","James River - Upper","VAV-I33R_MRY02A04",NA,NA,"0.3","VRO","A","TR",NA,37.90472,-79.41889,"I33R","JU71",1,NA
"2590","2-MRY043.64","below conf. of Calfpasture and Little Ca","Valley","VRO",0.3,"S",50,"000002","RB","02080202","Maury","Taylor Branch-Maury River","JU-Q","020802020203","Maury River-Taylor Branch","JU71","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,"020802020203",NA,"jamesu","VRO","Valley","VA","Standard","KA","020802020301","VA01","Internal","Maury River-Taylor Branch",0,"N","JU","Taylor Branch-Maury River","0208020202","JU-Q","James River Basin","James River","2A","James River - Upper","VAV-I33R_MRY02A04",NA,NA,"0.3","VRO","B",NA,NA,37.94722,-79.45982,"I33R","JU71",1,NA
"2591","3-HOK002.74","Hoskins Creek off end of Rt. T-1031","Piedmont","PRO",0.3,"S",50,"000002","TM","02080104","Lower Rappahannock","Hoskins Creek","RA-O","020801040404","Hoskins Creek","RA60","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020801040404",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040406","VA01","Internal","Hoskins Creek",0,"T","RA","Hoskins Creek","0208010404","RA-O","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E23E_HOK01A98","VAP-E23E_HOK02A10",NA,"S,M,B","PRO","A","TM","C",37.91017,-76.87144,"E23E","RA60",1,NA
"2592","3-HOK003.61","RT. 659 BRIDGE","Piedmont","PRO",0.3,"S",50,"000002","TM","02080104","Lower Rappahannock","Hoskins Creek","RA-O","020801040404","Hoskins Creek","RA60","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020801040404",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040406","VA01","Internal","Hoskins Creek",0,"T","RA","Hoskins Creek","0208010404","RA-O","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E23E_HOK02A08",NA,NA,"S,M,B","PRO","A","TM","C",37.90806,-76.88306,"E23E","RA60",1,NA
"2593","3-HOK011.45","Hoskins Creek at Rt. 717","Piedmont","PRO",0.3,"S",50,"000002","TR","02080104","Lower Rappahannock","Hoskins Creek","RA-O","020801040404","Hoskins Creek","RA60","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801040404",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040406","VA01","Internal","Hoskins Creek",0,"T","RA","Hoskins Creek","0208010404","RA-O","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E23R_HOK01A04",NA,NA,"0.3","PRO","A","TR",NA,37.92722,-76.95444,"E23R","RA60",1,NA
"2594","2-HAK001.34","Rt. 717 Bridge","Valley","VRO",0.3,"S",50,"000002","AW","02080203","Middle James Buffalo","South Fork Hardware River","JM-L","020802031202","South Fork Hardware River","JM47","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802031202",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802031203","VA01","Internal","South Fork Hardware River",0,"N","JM","South Fork Hardware River","0208020312","JM-L","James River Basin","James River","2B","James River - Middle","VAV-H18R_HAK01A00",NA,NA,"0.3","VRO","A",NA,NA,37.91598,-78.56316,"H18R","JM47",1,NA
"2595","2-SMR001.52","OFF FOREST RD 41 AT PARKING AREA","Valley","VRO",0.3,"S",50,"000002","RB","02080202","Maury","Saint Marys River","JU-S","020802020401","Saint Marys River","JU77","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,"020802020401",NA,"jamesu","VRO","Valley","VA","Standard","KA","020802020402","VA05","Internal","Saint Marys River",0,"N","JU","Saint Marys River","0208020204","JU-S","James River Basin","James River","2A","James River - Upper","VAV-I36R_SMR01A00",NA,NA,"0.3","VRO","B",NA,NA,37.92417,-79.13778,"I36R","JU77",1,NA
"2596","2-JKS044.60","MOOMAW Dam","Blue Ridge","WCRO",0.3,"S",50,"000002","RL","02080201","Upper James","Lake Moomaw-Jackson River","JU-B","020802010205","Jackson River/Lake Moomaw","JU08","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802010205",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA,RS","020802010502","VA05","Internal","Jackson River/Lake Moomaw",8,"N","JU","Lake Moomaw-Jackson River","0208020102","JU-B","James River Basin","James River","2A","James River - Upper","VAW-I03L_JKS01A02",NA,NA,"S,M,B","BRRO","A","L",NA,37.95139,-79.95833,"I03","JU08",1,NA
"2597","2-JKS046.40","MOOMAW #2ATOP CONF W/BIG LICK CREEK #2B-","Blue Ridge","WCRO",0.3,"S",50,"000002","RL","02080201","Upper James","Lake Moomaw-Jackson River","JU-B","020802010205","Jackson River/Lake Moomaw","JU08","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802010205",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA,RS","020802010502","VA05","Internal","Jackson River/Lake Moomaw",8,"N","JU","Lake Moomaw-Jackson River","0208020102","JU-B","James River Basin","James River","2A","James River - Upper","VAW-I03L_JKS01A02",NA,NA,"S,M,B","BRRO","A","L",NA,37.95139,-79.97639,"I03","JU08",1,NA
"2598","2-JKS048.90","MOOMAW Bolar Mtn Campground","Valley","WCRO",0.3,"S",50,"000002","RL","02080201","Upper James","Lake Moomaw-Jackson River","JU-B","020802010205","Jackson River/Lake Moomaw","JU08","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802010205",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA,RS","020802010502","VA05","Internal","Jackson River/Lake Moomaw",8,"N","JU","Lake Moomaw-Jackson River","0208020102","JU-B","James River Basin","James River","2A","James River - Upper","VAW-I03L_JKS02A02",NA,NA,"S,M,B","BRRO","A","L",NA,37.97639,-79.97,"I03","JU08",1,NA
"2599","2-JKS053.48","MOOMAW #4A-TOP 1ML. DOWNSTRMN MCCLINTIC","Valley","WCRO",0.3,"S",50,"000002","RL","02080201","Upper James","Lake Moomaw-Jackson River","JU-B","020802010205","Jackson River/Lake Moomaw","JU08","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802010205",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA,RS","020802010502","VA05","Internal","Jackson River/Lake Moomaw",8,"N","JU","Lake Moomaw-Jackson River","0208020102","JU-B","James River Basin","James River","2A","James River - Upper","VAW-I03L_JKS03A02",NA,NA,"S,M,B","BRRO","A","L",NA,38.01667,-79.91611,"I03","JU08",1,NA
"2600","8-CUB001.73","Rt. # 601   (Paynes Mill Rd)","Northern","NVRO",0.3,"S",50,"000002","AW","02080106","Pamunkey","Cub Creek","YO-B","020801060203","Cub Creek","YO06","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801060203",NA,"york","NRO","Northern","VA","Standard","NM","020801060204","VA01","Internal","Cub Creek",0,"N","YO","Cub Creek","0208010602","YO-B","York River Basin","York River","8",NA,"VAN-F03R_CUB01A08",NA,NA,"0.3","NRO","A",NA,NA,37.84964,-77.86381,"F03R","YO06",1,NA
"2601","1AELL000.01","At mouth, Kayan, Wicomico River","Piedmont","PRO",0.5,"S",50,"015172","C2","02080102","Great Wicomico Piankatank","Little Wicomico River","CB-A","020801020101","Little Wicomico River","CB01","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA15-0021A","020801020101",NA,"cbaosc","PRO","Piedmont","VA","Standard","NM","020801020103","VA05","Internal","Little Wicomico River",15,"T","CB","Little Wicomico River","0208010201","CB-A","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VAP-A34E_ELL02A20",NA,NA,"S,M,B","PRO","C2","CB-B",NA,37.8908,-76.26493,"A34E","CB01",1,NA
"2602","1ALIS002.00","MID-CHANNEL,SUNNYBANK FERRY ROUTE,NORTHU","Piedmont","PRO",0.3,"S",50,"000002","TR","02080102","Great Wicomico Piankatank","Little Wicomico River","CB-A","020801020101","Little Wicomico River","CB01","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,"020801020101",NA,"cbaosc","PRO","Piedmont","VA","Standard","NM","020801020103","VA05","Internal","Little Wicomico River",15,"T","CB","Little Wicomico River","0208010201","CB-A","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VAP-A34E_LIS03A98","VAP-A34E_LIS01B12","VAP-A34E_LIS02A00","0.3","PRO","A","TR",NA,37.88861,-76.26861,"A34E","CB01",1,NA
"2603","1ALIS005.38","SAW MILL COVE","Piedmont","PRO",0.1,"M",50,"015172","C2","02080102","Great Wicomico Piankatank","Little Wicomico River","CB-A","020801020101","Little Wicomico River","CB01","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA18-0018A, VA08-0018A","020801020101",NA,"cbaosc","PRO","Piedmont","VA","Standard","NM","020801020103","VA05","Internal","Little Wicomico River",15,"T","CB","Little Wicomico River","0208010201","CB-A","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VAP-A34E_LIS01A98",NA,NA,"S,M,B","PRO","C","C2","CB-B",37.91044,-76.31228,"A34E","CB01",1,NA
"2604","1ALIS007.07","0.13 mile downstream Rt. 646","Piedmont","PRO",0.3,"S",50,"000002","FP","02080102","Great Wicomico Piankatank","Little Wicomico River","CB-A","020801020101","Little Wicomico River","CB01","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA-1022","020801020101",NA,"cbaosc","PRO","Piedmont","VA","Standard","NM","020801020103","VA05","Internal","Little Wicomico River",15,"T","CB","Little Wicomico River","0208010201","CB-A","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VAP-A34R_LIS01A06",NA,NA,"S,B","PRO","FPM","B",NA,37.90311,-76.33519,"A34R","CB01",1,NA
"2605","1ALIS007.20","Little Wicomico R at Rt 646","Piedmont","PRO",0.3,"S",50,"000002","PA","02080102","Great Wicomico Piankatank","Little Wicomico River","CB-A","020801020101","Little Wicomico River","CB01","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801020101",NA,"cbaosc","PRO","Piedmont","VA","Standard","NM","020801020103","VA05","Internal","Little Wicomico River",15,"T","CB","Little Wicomico River","0208010201","CB-A","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VAP-A34R_LIS01A06",NA,NA,"0.3","PRO","PA",NA,NA,37.90222,-76.33694,"A34R","CB01",1,NA
"2606","1ASHR000.24","Off end of Sharps Creek Lane","Piedmont","PRO",0.5,"S",50,"015172","C2","02080102","Great Wicomico Piankatank","Little Wicomico River","CB-A","020801020101","Little Wicomico River","CB01","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA17-0046A","020801020101",NA,"cbaosc","PRO","Piedmont","VA","Standard","NM","020801020103","VA05","Internal","Little Wicomico River",15,"T","CB","Little Wicomico River","0208010201","CB-A","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VAP-A34E_SHR01A20",NA,NA,"S,M,B","PRO","C2","CB-B",NA,37.88437,-76.2604,"A34E","CB01",1,NA
"2607","8-RDY004.39","Rt. # 301/2   (Richmond Turnpike)","Northern","NVRO",0.3,"S",50,"000002","AW","02080105","Mattaponi","Reedy Creek","YO-N","020801050302","Reedy Creek","YO49","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801050302",NA,"york","NRO","Northern","VA","Standard","NM","020801050303","VA01","Internal","Reedy Creek",0,"N","YO","Reedy Creek","0208010503","YO-N","York River Basin","York River","8",NA,"VAN-F21R_RDY02B10",NA,NA,"0.3","NRO","A",NA,NA,37.88222,-77.35972,"F21R","YO49",1,NA
"2608","8-RDY004.95","Rt. 653 (Burruss Ln.)","Northern","NVRO",0.3,"S",50,"000002","RB","02080105","Mattaponi","Reedy Creek","YO-N","020801050302","Reedy Creek","YO49","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,"020801050302",NA,"york","NRO","Northern","VA","Standard","NM","020801050303","VA01","Internal","Reedy Creek",0,"N","YO","Reedy Creek","0208010503","YO-N","York River Basin","York River","8",NA,"VAN-F21R_RDY02B10",NA,NA,"0.3","NRO","B",NA,NA,37.88613,-77.36726,"F21R","YO49",1,NA
"2609","7ACHE074.68","Off mouth of Messongo Creek","Tidewater","TRO",0.1,"S",50,"015172","C2","02080111","Pocomoke-Western Lower Delmarva","East Creek-Pocomoke Sound","CB-J","020801110502","Pocomoke Sound-East Creek","CB34","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA15-2199","020801110502","VA","cbaosc","TRO","Tidewater","MD,VA","Water","NM","020801110704","VA05","Partial","Pocomoke Sound-East Creek",89,"T","CB","East Creek-Pocomoke Sound","0208011105","CB-J","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VACB-C10E-POC",NA,NA,"S,M,B","CO","C2",NA,NA,37.88993,-75.78006,"C10E","CB34",1,NA
"2610","2-RFN000.52","Rt. 6 Bridge","Valley","VRO",0.3,"S",50,"10128","IM","02080203","Middle James Buffalo","North Fork Rockfish River","JM-I","020802030901","North Fork Rockfish River","JM36","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802030901",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030903","VA01","Internal","North Fork Rockfish River",0,"N","JM","North Fork Rockfish River","0208020309","JM-I","James River Basin","James River","2B","James River - Middle","VAV-H15R_RFN01A00",NA,NA,"0.3","VRO","A",NA,NA,37.91089,-78.83256,"H15R","JM36",1,NA
"2611","2-TLR000.05","Rt 635 bridge","Valley","VRO",0.3,"S",50,"10128","IM","02080203","Middle James Buffalo","North Fork Rockfish River","JM-I","020802030901","North Fork Rockfish River","JM36","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802030901",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030903","VA01","Internal","North Fork Rockfish River",0,"N","JM","North Fork Rockfish River","0208020309","JM-I","James River Basin","James River","2B","James River - Middle","VAV-H15R_TLR01A08",NA,NA,"0.3","VRO","A",NA,NA,37.93683,-78.82075,"H15R","JM36",1,NA
"2612","2BGOW000.76","rt. 609 upstream of rt. 151 tributary","Valley","VRO",0.3,"S",50,"000002","PA","02080203","Middle James Buffalo","North Fork Rockfish River","JM-I","020802030901","North Fork Rockfish River","JM36","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802030901",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030903","VA01","Internal","North Fork Rockfish River",0,"N","JM","North Fork Rockfish River","0208020309","JM-I","James River Basin","James River","2B","James River - Middle","VAV-H15R_GOW01A16",NA,NA,"0.3","VRO","PA",NA,NA,37.98206,-78.83997,"H15R","JM36",1,NA
"2613","2BGOW001.00","~ 200m dowstream Rt. 608","Valley","VRO",0.3,"S",50,"000002","FP","02080203","Middle James Buffalo","North Fork Rockfish River","JM-I","020802030901","North Fork Rockfish River","JM36","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-180","020802030901",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030903","VA01","Internal","North Fork Rockfish River",0,"N","JM","North Fork Rockfish River","0208020309","JM-I","James River Basin","James River","2B","James River - Middle","VAV-H15R_GOW01A16",NA,NA,"0.3","VRO","A","B","FPM",37.9838,-78.8438,"H15R","JM36",1,NA
"2614","1AHAM001.92","Hampton Hall Branch at Rt. 202","Piedmont","PRO",0.3,"S",50,"000002","TM","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33E_HAM01A02","VAP-A33E_HAM01B20","VAP-A33E_HAM01C20","0.3","PRO","A","TM",NA,38.00639,-76.5875,"A33E","PL71",1,NA
"2615","1ALOG001.20","PIER, END OF RT. 712 (NORTHUMBERLAND COU","Piedmont","PRO",0.3,"S",50,"000002","TR","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,"020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33E_LOG02A98","VAP-A33E_LOG02C12","VAP-A33E_LOG02B10","0.3","PRO","A","TR",NA,37.99306,-76.54056,"A33E","PL71",1,NA
"2616","1ALOG003.30","Lodge Creek at Rt. 360","Piedmont","PRO",0.3,"S",50,"000002","TM","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33R_LOG01A04",NA,NA,"0.3","PRO","A","TM",NA,37.96861,-76.54194,"A33R","PL71",1,NA
"2617","1AMIA002.34","Mill Creek at Rt. 620 below dam","Piedmont","PRO",0.3,"S",50,"000002","TM","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33R_MIA01A00",NA,NA,"0.3","PRO","A","TM",NA,37.99903,-76.57389,"A33R","PL71",1,NA
"2618","1AMIA004.12","MILL CREEK AT RT 202","Piedmont","PRO",0.3,"S",50,"000002","TM","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33R_MIA01A00",NA,NA,"0.3","PRO","A","TM",NA,37.97528,-76.57333,"A33R","PL71",1,NA
"2619","1ASOV000.89","At Walkers Point","Piedmont","PRO",0.5,"S",50,"015172","C2","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA14-035A","020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33E_SOV01A02","VAP-A33E_SOV02A06",NA,"S,M,B","PRO","C2","CB-B",NA,38.01268,-76.54342,"A33E","PL71",1,NA
"2620","1AWES000.78","N shore off Seldom Point, Long Cove","Piedmont","PRO",0.5,"S",50,"015172","C2","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA15-0017A","020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33E_WES02A06",NA,NA,"S,M,B","PRO","C2","CB-B",NA,38.02825,-76.56218,"A33E","PL71",1,NA
"2621","1AWES001.28","NW Oyster Shell Pt - NE Great House Pt.","Piedmont","PRO",0.5,"S",50,"015172","C2","02070011","Lower Potomac","Yeocomico River","PL-T","020700110804","Yeocomico River","PL71","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA17-0021A","020700110804",NA,"potlow","PRO","Piedmont","VA","Standard","NM","020700111001","VA05","Internal","Yeocomico River",11,"T","PL","Yeocomico River","0207001108","PL-T","Potomac River Basin","Potomac River","1A","Potomac River","VAP-A33E_WES01B12",NA,NA,"S,M,B","PRO","C2","CB-B",NA,38.02678,-76.5736,"A33E","PL71",1,NA
