"STATION_ID","ID305B_1","ID305B_2","ID305B_3","ID305B_4","ID305B_5","ID305B_6","ID305B_7","ID305B_8","ID305B_9","ID305B_10","WATER_TYPE","SALINITY","LACUSTRINE","REGION","TYPE_1","TYPE_2","TYPE_3","TYPE_4","TYPE_5","TYPE_6","TYPE_7","TYPE_8","TYPE_9","TYPE_10","LATITUDE","LONGITUDE","WATERSHED","VAHU6","TEMP_EXC","TEMP_SAMP","TEMP_STAT","DO_EXC","DO_SAMP","DO_STAT","PH_EXC","PH_SAMP","PH_STAT","ECOLI_EXC","ECOLI_SAMP","ECOLI_GM_EXC","ECOLI_GM_SAMP","ECOLI_STAT","ENTER_EXC","ENTER_SAMP","ENTER_GM_EXC","ENTER_GM_SAMP","ENTER_STAT","AMMONIA_EXC","AMMONIA_STAT","WAT_MET_EXC","WAT_MET_STAT","WAT_TOX_EXC","WAT_TOX_STAT","SED_MET_EXC","SED_MET_STAT","SED_TOX_EXC","SED_TOX_STAT","FISH_MET_EXC","FISH_MET_STAT","FISH_TOX_EXC","FISH_TOX_STAT","BENTHIC_STAT","BENTHIC_WOE_CAT","BIBI_SCORE","NUT_TP_EXC","NUT_TP_SAMP","NUT_TP_STAT","NUT_CHLA_EXC","NUT_CHLA_SAMP","NUT_CHLA_STAT","COMMENTS","WQS_ID","Buffer Distance","Comments","GNIS_ID","GNIS_Name","FType","FCode","WATER_NAME","BASIN","WQS_COMMEN","SEC","CLASS","SPSTDS","Basin_Code","PWS","Edit_Date","Tier_III","Backlog","ZONE","SECTION_DESCRIPTION","created_user","created_date","last_edited_user","last_edited_date","Shape_Length","Shape_Area","WQS_COMMENT","Trout","StreamType","Lakes_187B"
"2-VNS000.31","VAP-J01R_VNS01A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM","B",NA,NA,NA,NA,NA,NA,NA,37.35166667,-78.56027778,"J01","JA04",0,4,"S",0,4,"S",0,4,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"FS",NA,NA,0,0,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_121694","Manual Review | 40 m","Manual Accept |",NA,NA,460,46003,"Unnamed tributary","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,934.173927064124,NA,NA,NA,"Intermittent",NA
"2-WDY003.04","VAP-J11R_WDY01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","TM","FPM",NA,NA,NA,NA,NA,NA,NA,NA,37.17222222,-78.00972222,"J11","JA29",0,18,"S",0,17,"S",0,17,"S",1,17,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_149740","Manual Review | 40 m","Manual Accept |","01476984","Woody Creek",460,46006,"Woody Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,125.495847371371,NA,NA,NA,"Perennial",NA
"2-WET004.96","VAP-J11R_WET02A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.25583333,-77.98166667,"J11","JA31",0,54,"S",1,52,"S",0,52,"S",16,53,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_149959","Manual Review | 60 m","Manual Accept |","01476476","West Creek",460,46006,"West Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,166.018959486009,NA,NA,NA,"Perennial",NA
"2-XFT000.62","VAP-J11R_XFT01A10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.16588889,-78.09747222,"J11","JA29",0,15,"S",0,14,"S",0,14,"S",4,15,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_141906","Manual Review | 20 m","Manual Accept |",NA,NA,460,46006,"UT to Winningham Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,1666.40723056385,NA,NA,NA,"Perennial",NA
"2-XLW000.60","VAP-J07L_XLW01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES","PRO","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.47028,-77.92139,"J07","JA21",0,119,"S",1,46,"S",2,46,"S",0,13,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,1,2,"IM","Amelia Lake DEQ Data Summary: TEMP: 0/119; DO: 1/46; PH: 2/46; ECOLI: 0/13; TP: 0/2; CHLA: 1/2 | Amelia Lake Other Data Summary: TEMP: NA/NA; DO: NA/NA; PH: NA/NA; ECOLI: NA/NA; TP: NA/NA; CHLA: NA/NA","LP_2D_020599","Manual Review | NA","Manual Accept |","01489111","Amelia Lake",390,39009,"Amelia Lake","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,5630.83294820651,397873.664792586,NA,NA,NA,"y"
"5AAND000.10","VAP-K24R_HQS01B08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,36.90527778,-77.24472222,"K24","CU33",0,24,"S",0,24,"S",0,24,"S",4,24,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_255679","Manual Review | 20 m","Manual Accept |","01462457","Anderson Branch",460,46006,"Hunting Quarter Swamp Tributaries","5A",NA,"2b","VII","","Chowan-Dismal",NA,NA,NA,NA,NA,"Hunting Quarter Swamp and its tributaries from its confluence with the Nottoway River to its headwaters.",NA,NA,NA,NA,229.898929261599,NA,NA,NA,"Perennial",NA
"5AASM000.89","VAP-K29R_ASM02A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75252778,-77.09627778,"K29","CU46",0,12,"S",0,12,"S",0,12,"S",3,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_251656","Manual Review | 40 m","Manual Accept |","01462600","Assamoosick Swamp",460,46006,"Assamoosick Swamp","5A",NA,"2c","VII","PWS","Chowan-Dismal","Yes",NA,NA,NA,NA,"Assamoosick Swamp and its tributaries from its confluence with the Nottoway River to river mile 2.50.",NA,NA,NA,NA,547.655667336263,NA,NA,NA,"Perennial",NA
"5AASM016.95","VAP-K29R_ASM01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,36.95198889,-77.14193611,"K29","CU44",0,12,"S",0,12,"S",0,12,"S",0,12,NA,NA,"S",6,12,NA,NA,"IM",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_256397","Manual Review | 20 m","Manual Accept |","01462600","Assamoosick Swamp",460,46006,"Assamoosick Swamp","5A",NA,"2b","VII","","Chowan-Dismal",NA,NA,NA,NA,NA,"Assamoosick Swamp and its tributaries from river mile 2.50 to its headwaters.",NA,NA,NA,NA,129.594523790413,NA,NA,NA,"Perennial",NA
"5AASM017.27","VAP-K29R_ASM01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.95475,-77.137556,"K29","CU44",0,2,"S",0,2,"S",0,2,"S",0,1,NA,NA,"IN",0,0,NA,NA,NA,NA,NA,0,"S",0,"S",0,NA,0,NA,0,NA,0,NA,"IN",NA,NA,0,2,NA,0,1,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_256554","Manual Review | 40 m","Manual Accept |","01462600","Assamoosick Swamp",558,55800,"Assamoosick Swamp","5A",NA,"2b","VII","","Chowan-Dismal",NA,NA,NA,NA,NA,"Assamoosick Swamp and its tributaries from river mile 2.50 to its headwaters.",NA,NA,NA,NA,609.333013597778,NA,NA,NA,"Artificial Path",NA
"2-APP001.53","VAP-J15E_APP02A98","VAP-J15E_APP02B12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","CB","C","TR",NA,NA,NA,NA,NA,NA,NA,37.3121,-77.296617,"J15","JA45",0,384,"NA",0,372,NA,0,384,"S",5,65,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,"S",0,"S",0,"S",1,"IM",NA,NA,NA,0,0,NA,0,0,NA,NA,"EP_2D_001246","Manual Review | NA","Manual Accept |"," "," ",460,46006,"Unnamed tributary","2D"," ","5a","II","PWS","Appomattox","Yes",NA," "," ","Tidal Fresh","Appomattox River and its tidal tributaries from its mouth to 5 miles upstream of the Virginia/American Water Company's raw water intake.",NA,NA,NA,NA,10247.9097736485,808627.208861145,NA,NA,NA,NA
"2-APP012.79","VAP-J15R_APP01A12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TR","TM",NA,NA,NA,NA,NA,NA,NA,37.23252778,-77.4175,"J15","JA40",0,37,"S",0,37,"S",0,37,"S",5,36,NA,NA,"IM",13,32,NA,NA,"IM",NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,2,"S","FS",NA,NA,0,36,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_254700","Manual Review | 20 m","Manual Accept |","01501617","Appomattox River",558,55800,"Appomattox River","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,482.971325942016,NA,NA,NA,"Artificial Path",NA
"2-APP016.38","VAP-J15R_APP01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","B","CB,TR",NA,NA,NA,NA,NA,NA,NA,37.22527778,-77.47638889,"J15","JA40",0,75,"S",0,75,"S",0,75,"S",0,72,NA,NA,"S",4,32,NA,NA,"IM",NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,"FS",NA,NA,0,74,NA,0,74,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  22 ;","RL_2D_254699","Manual Review | 40 m","Manual Accept |","01501617","Appomattox River",558,55800,"Appomattox River","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,2320.14830826793,NA,NA,NA,"Artificial Path",NA
"2-APP050.23","VAP-J10R_APP01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TR",NA,NA,NA,NA,NA,NA,NA,NA,37.35477778,-77.85183333,"J10","JA28",0,36,"S",0,36,"S",0,35,"S",9,33,NA,NA,"IM",14,17,NA,NA,"IM",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,35,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_169833","Manual Review | 20 m","Manual Accept |","01501617","Appomattox River",558,55800,"Appomattox River","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,765.560062216519,NA,NA,NA,"Artificial Path",NA
"2-APP081.04","VAP-J07R_APP01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","B",NA,NA,NA,NA,NA,NA,NA,NA,37.44467778,-78.09473611,"J07","JA21",0,14,"S",0,14,"S",0,14,"S",2,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"FS",NA,NA,0,14,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_159080","Manual Review | 20 m","Manual Accept |","01501617","Appomattox River",558,55800,"Appomattox River","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,704.26602420958,NA,NA,NA,"Artificial Path",NA
"2-APP085.85","VAP-J06R_APP05A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM","TR",NA,NA,NA,NA,NA,NA,NA,37.45222222,-78.14944444,"J06","JA19",0,33,"S",0,33,"S",0,33,"S",14,33,NA,NA,"IM",9,15,NA,NA,"IM",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,33,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_160414","Manual Review | 60 m","Manual Accept |","01501617","Appomattox River",558,55800,"Appomattox River","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,682.948278505865,NA,NA,NA,"Artificial Path",NA
"2-APP110.93","VAP-J01R_APP05A04","VAP-J01R_APP05B14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM","TR",NA,NA,NA,NA,NA,NA,NA,37.30725,-78.38925,"J01","JA09",0,76,"S",0,76,"S",0,76,"S",21,67,NA,NA,"IM",1,1,NA,NA,"IM",NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,73,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  0 ;","RL_2D_155154","Manual Review | 20 m","Manual Accept |","01501617","Appomattox River",558,55800,"Appomattox River","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,243.138181374412,NA,NA,NA,"Artificial Path",NA
"2-APP118.04","VAP-J01R_APP04A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM","TR",NA,NA,NA,NA,NA,NA,NA,37.34033333,-78.47155833,"J01","JA05",0,36,"S",0,36,"S",0,36,"S",10,36,NA,NA,"IM",17,24,NA,NA,"IM",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,36,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_154320","Manual Review | 40 m","Manual Accept |","01501617","Appomattox River",558,55800,"Appomattox River","2D",NA,"5g","III","PWS","Appomattox","Yes",NA,NA,NA,NA,"The Appomattox River and its tributaries from Farmville's raw water intake (approximately 2.5 miles above the Route 15/45 bridge) to points 5 miles upstream.",NA,NA,NA,NA,1200.78384048435,NA,NA,NA,"Artificial Path",NA
"2-ARS000.11","VAP-J01R_ARS01A04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.36388889,-78.7475,"J01","JA01",0,13,"S",0,13,"S",0,13,"S",3,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_121313","Manual Review | 20 m","Manual Accept |","01474847","South Fork Appomattox River",460,46006,"South Fork Appomattox River","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,264.802600346444,NA,NA,NA,"Perennial",NA
"2-ASH001.26","VAP-J15R_ASH01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.31686111,-77.37313889,"J15","JA45",0,12,"S",0,12,"S",1,12,"S",4,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_271041","Manual Review | 20 m","Manual Accept |","01462595","Ashton Creek",460,46006,"Ashton Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,87.2318398582649,NA,NA,NA,"Perennial",NA
"2-BFL011.03","VAP-J02R_BFL02A02","VAP-J02R_BFL01A14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM","TR",NA,NA,NA,NA,NA,NA,NA,37.2575,-78.48666667,"J02","JA08",0,36,"S",0,36,"S",0,36,"S",9,34,NA,NA,"IM",16,23,NA,NA,"IM",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,36,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_138203","Manual Review | 40 m","Manual Accept |","01464038","Buffalo Creek",460,46006,"Buffalo Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,1113.33749100263,NA,NA,NA,"Perennial",NA
"2-BFL016.60","VAP-J02R_BFL03A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.20611111,-78.53694444,"J02","JA07",0,12,"S",0,12,"S",0,12,"S",3,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_138094","Manual Review | 20 m","Manual Accept |",NA,NA,460,46003,"Unnamed tributary","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,54.0999902625659,NA,NA,NA,"Intermittent",NA
"2BFSP001.09","VAP-J01R_FSP01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","FPM","B",NA,NA,NA,NA,NA,NA,NA,NA,37.366806,-78.654028,"J01","JA03",0,2,"S",0,2,"S",0,2,"S",0,1,NA,NA,"S",1,1,NA,NA,"IM",NA,NA,0,"S",0,"S",0,NA,0,NA,0,NA,0,NA,"J",NA,NA,0,2,NA,0,1,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_121887","Manual Review | 20 m","Manual Accept |","01466621","Fishpond Creek",460,46006,"Fishpond Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,1791.05330471861,NA,NA,NA,"Perennial",NA
"2-BGU001.39","VAP-J06R_BGU01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,37.4425,-78.20694444,"J06","JA18",0,11,"S",0,11,"S",0,11,"S",5,11,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,11,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_157958","Manual Review | 40 m","Manual Accept |","01463354","Big Guinea Creek",460,46006,"Big Guinea Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,86.743950339923,NA,NA,NA,"Perennial",NA
"2-BGU005.67","VAP-J06R_BGU01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","B",NA,NA,NA,NA,NA,NA,NA,NA,37.42166667,-78.27027778,"J06","JA18",0,5,"S",0,5,"S",0,5,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,0,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_157711","Manual Review | 20 m","Manual Accept |","01463354","Big Guinea Creek",460,46006,"Big Guinea Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,451.416046418501,NA,NA,NA,"Perennial",NA
"2-BLO001.85","VAP-J11R_BLO01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","TM","A",NA,NA,NA,NA,NA,NA,NA,NA,37.19361111,-77.95166667,"J11","JA30",0,18,"S",0,17,"S",0,17,"S",3,18,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_2D_150236","Manual Review | 40 m","Manual Accept |","01463552","Bland Creek",558,55800,"Bland Creek","2D",NA,"5c","III"," ","Appomattox",NA,NA,NA,NA,NA,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,155.528598363552,NA,NA,NA,"Artificial Path",NA
"5AATH003.28","VAP-K23R_ATH01C20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1425,-77.44416667,"K23","CU26",0,12,"S",0,12,"S",0,12,"S",2,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_254188","Manual Review | 60 m","Manual Accept |","01462563","Arthur Swamp",460,46006,"Arthur Swamp","5A",NA,"2b","VII","","Chowan-Dismal",NA,NA,NA,NA,NA,"Hatcher Run and its tributaries from its confluence with Rowanty Creek to river mile 19.27 excluding Picture Branch.",NA,NA,NA,NA,876.773014907742,NA,NA,NA,"Perennial",NA
"5AATH006.56","VAP-K23R_ATH01A08","VAP-K23R_ATH01B10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","SS",NA,NA,NA,NA,NA,NA,NA,NA,37.1725,-77.47583333,"K23","CU26",0,12,"S",0,12,"S",0,12,"S",1,12,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_254827","Manual Review | 20 m","Manual Accept |",NA,NA,460,46006,"Arthur Swamp","5A",NA,"2b","VII","","Chowan-Dismal",NA,NA,NA,NA,NA,"Hatcher Run and its tributaries from its confluence with Rowanty Creek to river mile 19.27 excluding Picture Branch.",NA,NA,NA,NA,71.1461412884588,NA,NA,NA,"Perennial",NA
"5ABEC007.34","VAP-K03R_BEC01A14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.91733333,-78.20111111,"K03","CM08",0,2,"S",0,2,"S",0,2,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"J",NA,NA,0,0,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_139505","Manual Review | 20 m","Manual Accept |","01462908","Bears Element Creek",460,46006,"Mason Creek","5A",NA,"3","III","","Chowan-Dismal",NA,NA,NA,NA,NA,"Meherrin River and its tributaries in Virginia from the Virginia/North Carolina state line to its headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,174.802478914651,NA,NA,NA,"Perennial",NA
"5ABHC003.73","VAP-K14R_BHC01B98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.99608333,-78.12647778,"K14","CU03",0,12,"S",0,12,"S",0,12,"S",3,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"WAT_TOX fields indicate acute ammonia calculations. Chronic Ammonia Violations:  NA ;","RL_5A_140589","Manual Review | 20 m","Manual Accept |","01463362","Big Hounds Creek",460,46006,"Big Hounds Creek","5A",NA,"2b","III","","Chowan-Dismal",NA,NA,NA,NA,NA,"Nottoway River from the end of tidal waters to its headwaters and its free flowing tributaries in Virginia, unless otherwise designated in this chapter.",NA,NA,NA,NA,1586.02354876068,NA,NA,NA,"Perennial",NA
